S.No,actual,pred,alive,plod,name,title,male,culture,dateOfBirth,DateoFdeath,mother,father,heir,house,spouse,book1,book2,book3,book4,book5,isAliveMother,isAliveFather,isAliveHeir,isAliveSpouse,isMarried,isNoble,age,numDeadRelations,boolDeadRelations,isPopular,popularity,isAlive
675,1,1,0.767,0.233,Kirth Vance,,1.0,,,,,,,House Vance of Atranta,,0.0,0.0,1.0,1.0,0.0,,,,,0.0,0.0,,0.0,0,0.0,0.0267558528428093,1
1701,1,1,0.995,0.005,Emmond,,1.0,Ironborn,,,,,,Drowned men,,0.0,0.0,0.0,1.0,0.0,,,,,0.0,0.0,,0.0,0,0.0,0.0100334448160535,1
441,1,1,0.979,0.021,Dale Drumm,,0.0,,,,,,,House Drumm,,0.0,0.0,0.0,1.0,0.0,,,,,0.0,0.0,,0.0,0,0.0,0.0100334448160535,1
1251,1,0,0.135,0.865,Myles Smallwood,Hand of the King,1.0,,,,,,,House Smallwood,,0.0,0.0,1.0,0.0,0.0,,,,,0.0,1.0,,0.0,0,0.0,0.167224080267558,1
1444,1,1,0.721,0.279,Willamen Frey,Maester,1.0,,272.0,,,,,,,0.0,1.0,1.0,1.0,1.0,,,,,0.0,1.0,33.0,0.0,0,0.0,0.0635451505016722,1
1373,1,1,0.989,0.011,Steffon Stackspear,Ser,0.0,,,,,,,House Stackspear,,0.0,0.0,1.0,1.0,0.0,,,,,0.0,1.0,,0.0,0,0.0,0.020066889632107,1
799,1,1,0.903,0.097,Murch (Winterfell),,1.0,Northmen,,,,,,House Stark,,0.0,1.0,0.0,0.0,0.0,,,,,0.0,0.0,,0.0,0,0.0,0.0033444816053511,1
1748,1,1,0.659,0.341,Justin Massey,Ser,1.0,,,,,,,House Massey,,0.0,0.0,0.0,1.0,1.0,,,,,0.0,1.0,,0.0,0,0.0,0.0802675585284281,1
1015,0,1,0.825,0.175,Elbert Arryn,Ser,1.0,,,282.0,,,,House Arryn,,0.0,1.0,0.0,1.0,0.0,,,,,0.0,1.0,,0.0,0,0.0,0.0468227424749163,0
502,1,1,0.923,0.077,Erryk (guard),,0.0,,,,,,,House Tyrell,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,0.0,0,0.0,0.0,1
1745,0,0,0.397,0.603,Jon Arryn,Eyrie,1.0,Valemen,217.0,298.0,,,,House Arryn,Jeyne Royce,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,81.0,0.3333333333333333,1,1.0,0.836120401337792,0
1746,1,1,0.86,0.14,Jon Fossoway,Knight,1.0,Reach,,,,,,House Fossoway of New Barrel,Janna Tyrell,0.0,1.0,0.0,0.0,0.0,,,,1.0,1.0,1.0,,0.0,0,0.0,0.187290969899665,1
91,0,0,0.242,0.758,Rhaenys Targaryen (daughter of Aemon),Princess,0.0,Valyrian,74.0,129.0,,,,House Targaryen,Corlys Velaryon,0.0,0.0,0.0,0.0,0.0,,,,0.0,1.0,1.0,55.0,0.0,0,0.0,0.1438127090301,0
1823,1,1,0.759,0.241,Steely Pate,,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,0.0,0,0.0,0.0133779264214046,1
162,1,1,0.968,0.032,Skyte,,1.0,Ironborn,,,,,,,,0.0,1.0,1.0,1.0,0.0,,,,,0.0,0.0,,0.0,0,0.0,0.0234113712374581,1
1703,0,0,0.073,0.927,Gared,,1.0,,231.0,297.0,,,,Night's Watch,,1.0,1.0,0.0,0.0,0.0,,,,,0.0,0.0,66.0,0.0,0,0.0,0.0936454849498327,0
248,1,1,0.784,0.216,Walder Frey (son of Jammos),,1.0,,291.0,,,,,House Frey,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,14.0,0.0,0,0.0,0.0,1
1875,0,0,0.299,0.701,Weese,,1.0,,,299.0,,,,House Whent,,0.0,1.0,1.0,1.0,0.0,,,,,0.0,0.0,,0.0,0,0.0,0.040133779264214,0
643,1,1,0.987,0.013,Jommo,Khal,1.0,Dothraki,,,,,,,,1.0,0.0,0.0,1.0,0.0,,,,,0.0,0.0,,0.0,0,0.0,0.0100334448160535,1
635,0,0,0.213,0.787,Jeyne Westerling (wife of Maegor I),QueenBlack Bride,0.0,,27.0,47.0,,,,House Westerling,Alyn Tarbeck,0.0,0.0,1.0,0.0,0.0,,,,1.0,1.0,1.0,20.0,0.0,0,0.0,0.110367892976588,0
1288,1,0,0.477,0.523,Philip Plumm,Lord,1.0,,,,,,,House Plumm,,0.0,0.0,1.0,1.0,1.0,,,,,0.0,1.0,,0.0,0,0.0,0.0301003344481605,1
547,1,1,0.7,0.3,Great Walrus,,1.0,Free Folk,,,,,,,,0.0,0.0,0.0,0.0,1.0,,,,,0.0,0.0,,0.0,0,0.0,0.0133779264214046,1
1867,1,0,0.478,0.522,Orton Merryweather,Longtable,1.0,Reachmen,,,,,,House Merryweather,Taena of Myr,0.0,0.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,,0.0,0,1.0,0.374581939799331,1
596,1,1,0.73,0.27,Harwyn Plumm,Ser,1.0,,,,,,,House Plumm,,0.0,0.0,1.0,1.0,0.0,,,,,0.0,1.0,,0.0,0,0.0,0.0468227424749163,1
536,1,1,0.984,0.016,Gillam,Brother,1.0,,,,,,,,,0.0,0.0,0.0,1.0,0.0,,,,,0.0,1.0,,0.0,0,0.0,0.0100334448160535,1
1715,1,1,0.504,0.496,Grunt,,1.0,Northmen,,,,,,House Bolton,,0.0,0.0,0.0,0.0,1.0,,,,,0.0,0.0,,0.0,0,0.0,0.0267558528428093,1
1635,1,0,0.055,0.945,Archibald Yronwood,Ser,1.0,,,,,,,House Yronwood,,0.0,0.0,0.0,0.0,1.0,,,,,0.0,1.0,,0.0,0,0.0,0.140468227424749,1
823,0,1,0.934,0.066,Olyvar Oakheart,Ser,1.0,,,161.0,,,,House Oakheart,,0.0,0.0,0.0,1.0,0.0,,,,,0.0,1.0,,0.0,0,0.0,0.0234113712374581,0
1229,1,1,0.983,0.017,Mellara Rivers,,0.0,,,,,,,House Frey,,0.0,1.0,1.0,1.0,1.0,,,,,0.0,0.0,,0.0,0,0.0,0.0167224080267558,1
1065,1,0,0.457,0.543,Gormon Tyrell,Maester,1.0,,,,,,,Citadel,,1.0,1.0,1.0,1.0,1.0,,,,,0.0,1.0,,0.0,0,0.0,0.153846153846153,1
1580,1,1,0.803,0.197,Obella Sand,,0.0,Dornishmen,287.0,,,,,House Martell,,0.0,0.0,1.0,1.0,1.0,,,,,0.0,0.0,18.0,0.06666666666666667,1,0.0,0.103678929765886,1
454,1,1,0.955,0.045,Denys Redwyne,,1.0,,,,,,,House Redwyne,,0.0,0.0,0.0,1.0,0.0,,,,,0.0,0.0,,0.0,0,0.0,0.0735785953177257,1
173,1,0,0.036,0.964,Stannis Baratheon,,1.0,,,,Cassana Estermont,Steffon Baratheon,Shireen Baratheon,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,,0.26666666666666666,1,1.0,1.0,1
1385,1,1,0.963,0.037,Ternesio Terys,Captain,1.0,Braavosi,,,,,,,,0.0,0.0,1.0,1.0,0.0,,,,,0.0,1.0,,0.0,0,0.0,0.0234113712374581,1
1246,1,0,0.472,0.528,Munda,,1.0,Free Folk,,,,,,,Longspear Ryk,0.0,0.0,1.0,1.0,1.0,,,,1.0,1.0,0.0,,0.0,0,0.0,0.0267558528428093,1
307,1,1,0.964,0.036,Alvyn Sharp,,1.0,Ironborn,,,,,,House Sharp,,0.0,0.0,0.0,1.0,0.0,,,,,0.0,0.0,,0.0,0,0.0,0.0100334448160535,1
317,1,1,0.593,0.407,Andrey Dalt,Ser,0.0,Dornish,,,,,,House Dalt,,0.0,0.0,0.0,1.0,0.0,,,,,0.0,1.0,,0.0,0,0.0,0.0367892976588628,1
450,1,1,0.986,0.014,Denestan,Maester,0.0,,,,,,,,,0.0,0.0,0.0,1.0,0.0,,,,,0.0,1.0,,0.0,0,0.0,0.0100334448160535,1
1245,1,1,0.874,0.126,Moryn Tyrell,,1.0,,,,,,,House Tyrell,,1.0,1.0,1.0,1.0,1.0,,,,,0.0,0.0,,0.0,0,0.0,0.140468227424749,1
104,1,1,0.768,0.232,Robert Frey (son of Raymund),,1.0,,283.0,,,,,House Frey,,0.0,1.0,1.0,1.0,0.0,,,,,0.0,0.0,22.0,0.0,0,0.0,0.147157190635451,1
1891,1,1,0.979,0.021,Rhaelle Targaryen,Princess,0.0,,229.0,,,,,House Targaryen,Ormund Baratheon,0.0,0.0,0.0,1.0,1.0,,,,1.0,1.0,1.0,76.0,0.0,0,0.0,0.137123745819397,1
31,0,1,0.908,0.092,Wyl Waynwood,,0.0,,,196.0,,,,House Waynwood,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,0.0,0,0.0,0.0133779264214046,0
426,1,1,0.993,0.007,Courtenay Greenhill,Ser,0.0,,,,,,,House Greenhill,,0.0,0.0,0.0,1.0,0.0,,,,,0.0,1.0,,0.0,0,0.0,0.0,1
1926,1,0,0.226,0.774,Gendry,Ser,1.0,,284.0,,,,,brotherhood without banners,,1.0,1.0,1.0,1.0,0.0,,,,,0.0,1.0,21.0,0.13333333333333333,1,1.0,0.438127090301003,1
286,0,0,0.001,0.999,Aegon Targaryen (son of Jaehaerys I),Prince,0.0,Valyrian,50.0,,,,,House Targaryen,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,1.0,100.0,0.0,0,0.0,0.0,0
1659,0,0,0.41,0.59,Beric Dondarrion,Lord of Blackhaven,1.0,,276.0,299.0,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,0.0,1.0,23.0,0.0,0,1.0,0.434782608695652,0
877,1,1,0.7,0.3,Aemon Estermont,Ser,1.0,Stormlands,,,,,,House Estermont,,0.0,1.0,1.0,1.0,1.0,,,,,0.0,1.0,,0.0,0,0.0,0.0301003344481605,1
1808,1,1,0.797,0.203,Wylla Manderly,,0.0,,284.0,,,,,House Manderly,,0.0,0.0,0.0,1.0,1.0,,,,,0.0,0.0,21.0,0.0,0,0.0,0.0702341137123745,1
662,1,1,0.76,0.24,Joth Quickbow,,0.0,,,,,,,,,0.0,0.0,1.0,0.0,0.0,,,,,0.0,0.0,,0.0,0,0.0,0.0,1
277,1,1,0.813,0.187,Addam,Ser,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,1.0,,0.0,0,0.0,0.0066889632107023,1
1590,0,0,0.102,0.898,Oswell Whent,Ser,1.0,Rivermen,,283.0,,,,House Whent,,1.0,0.0,1.0,0.0,1.0,,,,,0.0,1.0,,0.06666666666666667,1,0.0,0.0802675585284281,0
1621,0,0,0.07,0.93,Aegon V Targaryen,,1.0,,,,Dyanna Dayne,Maekar I Targaryen,Duncan Targaryen,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,,0.4666666666666667,1,1.0,0.695652173913043,0
904,0,0,0.001,0.999,Ambrose Butterwell,Whitewalls,1.0,,160.0,,,,,House Butterwell,Lady,0.0,0.0,0.0,0.0,0.0,,,,1.0,1.0,1.0,100.0,0.0,0,1.0,0.414715719063545,0
839,1,1,0.982,0.018,Owen (brother of Meribald),,1.0,,,,,,,,,0.0,0.0,0.0,1.0,0.0,,,,,0.0,0.0,,0.0,0,0.0,0.0133779264214046,1
1461,0,0,0.004,0.996,Aerion Targaryen,Prince,1.0,Valyrian,191.0,232.0,,,,House Targaryen,Daenora Targaryen,0.0,1.0,1.0,0.0,1.0,,,,1.0,1.0,1.0,41.0,0.26666666666666666,1,0.0,0.207357859531772,0
129,1,1,0.603,0.397,Rudge,,0.0,,,,,,,Night's Watch,,1.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,0.0,0,0.0,0.0,1
1265,1,1,0.968,0.032,Omer Blackberry,,0.0,,,,,,,House Blackberry,,0.0,0.0,1.0,1.0,1.0,,,,,0.0,0.0,,0.0,0,0.0,0.0234113712374581,1
299,0,1,0.975,0.025,Alequo Adarys,,1.0,Tyroshi,,266.0,,,,Band of Nine,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,0.0,0,0.0,0.0133779264214046,0
1193,0,1,0.785,0.215,Dale Seaworth,Wraith,1.0,,,299.0,,,,House Seaworth,,0.0,1.0,1.0,1.0,1.0,,,,,0.0,1.0,,0.0,0,0.0,0.0702341137123745,0
492,1,1,0.988,0.012,Emma,,0.0,,260.0,,,,,,,0.0,0.0,0.0,1.0,0.0,,,,,0.0,0.0,45.0,0.0,0,0.0,0.0167224080267558,1
374,1,1,0.99,0.01,Boy,,1.0,,284.0,,,,,,,0.0,0.0,1.0,1.0,0.0,,,,,0.0,0.0,21.0,0.0,0,0.0,0.0100334448160535,1
1146,1,1,0.986,0.014,Jynessa Blackmont,,0.0,Dornish,,,,,,House Blackmont,,0.0,0.0,1.0,1.0,0.0,,,,,0.0,0.0,,0.0,0,0.0,0.020066889632107,1
155,1,1,0.988,0.012,Shyra,,0.0,Northmen,,,,,,House Stark,,0.0,1.0,0.0,1.0,0.0,,,,,0.0,0.0,,0.0,0,0.0,0.020066889632107,1
1294,1,1,0.947,0.053,Quenten Banefort,Banefort,1.0,,,,,,,House Banefort,,1.0,0.0,1.0,1.0,1.0,,,,,0.0,1.0,,0.0,0,0.0,0.0234113712374581,1
382,1,1,0.866,0.134,Brenett,Maester,1.0,,,,,,,House Frey,,0.0,0.0,1.0,0.0,0.0,,,,,0.0,1.0,,0.0,0,0.0,0.0033444816053511,1
1016,1,0,0.496,0.504,Eleanor Mooton,,0.0,,286.0,,,,,House Mooton,Dickon Tarly,0.0,0.0,0.0,1.0,1.0,,,,1.0,1.0,0.0,19.0,0.0,0,0.0,0.0301003344481605,1
760,1,1,0.702,0.298,Matt,,1.0,,,,,,,,,0.0,0.0,1.0,0.0,0.0,,,,,0.0,0.0,,0.0,0,0.0,0.0033444816053511,1
482,0,1,0.724,0.276,Edwyn Osgrey,Ser,1.0,,,196.0,,,,House Osgrey,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,1.0,,0.0,0,0.0,0.020066889632107,0
1262,1,1,0.986,0.014,Ollidor,Septon,1.0,,,,,,,Faith of the Seven,,0.0,0.0,0.0,1.0,1.0,,,,,0.0,0.0,,0.0,0,0.0,0.0167224080267558,1
930,1,1,0.99,0.01,Bennard Brune,Ser,1.0,,,,,,,House Brune of Brownhollow,,0.0,0.0,0.0,1.0,0.0,,,,,0.0,1.0,,0.0,0,0.0,0.0100334448160535,1
1304,0,1,0.795,0.205,Red Alyn of the Rosewood,,1.0,,,300.0,,,,Night's Watch,,0.0,0.0,1.0,0.0,0.0,,,,,0.0,0.0,,0.0,0,0.0,0.0133779264214046,0
1838,1,1,0.628,0.372,Spotted Cat,,1.0,Ghiscari,,,,,,,,0.0,0.0,0.0,0.0,1.0,,,,,0.0,0.0,,0.0,0,0.0,0.0501672240802675,1
35,1,1,0.996,0.004,Xhondo,,1.0,Summer Isles,,,,,,,,0.0,0.0,0.0,1.0,0.0,,,,,0.0,0.0,,0.0,0,0.0,0.020066889632107,1
115,1,1,0.702,0.298,Rolfe,,1.0,,,,,,,,,0.0,1.0,0.0,0.0,0.0,,,,,0.0,0.0,,0.0,0,0.0,0.0033444816053511,1
406,1,0,0.035,0.965,Catelyn Bracken,,0.0,,,,,,,House Bracken,,0.0,0.0,0.0,0.0,1.0,,,,,0.0,0.0,,0.0,0,0.0,0.0301003344481605,1
1929,1,1,0.918,0.082,Ricasso,Sunspear,0.0,,,,,,,House Martell,,0.0,0.0,0.0,1.0,1.0,,,,,0.0,1.0,,0.0,0,0.0,0.0702341137123745,1
708,1,0,0.258,0.742,Long Lew,,1.0,,,,,,,House Tully,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,0.0,0,0.0,0.0,1
314,1,1,0.758,0.242,Alysanne Hightower,,0.0,,,,,,,House Hightower,Arthur Ambrose,0.0,0.0,0.0,1.0,0.0,,,,1.0,1.0,0.0,,0.0,0,0.0,0.0568561872909698,1
911,1,1,0.76,0.24,Anya Waynwood,Ironoaks,0.0,,,,,,,House Waynwood,,1.0,1.0,1.0,1.0,1.0,,,,,0.0,1.0,,0.0,0,0.0,0.0869565217391304,1
1025,1,1,0.823,0.177,Emberlei Frey,,0.0,,296.0,,,,,House Frey,,0.0,1.0,1.0,1.0,0.0,,,,,0.0,0.0,9.0,0.0,0,0.0,0.0802675585284281,1
673,1,1,0.813,0.187,Kirby Pimm,Ser,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,1.0,,0.0,0,0.0,0.0,1
619,0,0,0.023,0.977,Jaehaera Targaryen,PrincessQueen,0.0,Valyrian,123.0,133.0,,,,House Targaryen,Aegon III Targaryen,0.0,0.0,0.0,0.0,0.0,,,,0.0,1.0,1.0,10.0,0.0,0,0.0,0.280936454849498,0
1396,1,0,0.073,0.927,Todder,,1.0,,,,,,,Night's Watch,,1.0,1.0,1.0,0.0,1.0,,,,,0.0,0.0,,0.0,0,0.0,0.0367892976588628,1
926,1,0,0.417,0.583,Barthogan Stark,Winterfell,1.0,Northmen,,,,,,House Stark,,0.0,1.0,0.0,0.0,0.0,,,,,0.0,1.0,,0.0,0,0.0,0.127090301003344,1
1756,0,0,0.0,1.0,Larys Strong,Lord of Harrenhal,1.0,,91.0,,,,,House Strong,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,1.0,100.0,0.0,0,0.0,0.297658862876254,0
807,1,1,0.702,0.298,Ned (ferryman),,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,0.0,0,0.0,0.0033444816053511,1
1484,0,1,0.784,0.216,Cleon,King of Astapor,1.0,Astapori,,300.0,,,,,,0.0,0.0,1.0,1.0,1.0,,,,,0.0,1.0,,0.0,0,0.0,0.103678929765886,0
1904,1,1,0.939,0.061,Dunstan Drumm,Old Wyk,1.0,Ironborn,212.0,,,,,House Drumm,,0.0,1.0,1.0,1.0,1.0,,,,,0.0,1.0,93.0,0.0,0,0.0,0.0769230769230769,1
1188,1,1,0.752,0.248,Aggo,,0.0,Dothraki,,,,,,House Targaryen,,1.0,1.0,1.0,1.0,1.0,,,,,0.0,0.0,,0.0,0,0.0,0.133779264214046,1
754,1,1,0.985,0.015,Maris,,0.0,Free folk,,,,,,,,0.0,0.0,0.0,0.0,1.0,,,,,0.0,0.0,,0.0,0,0.0,0.0066889632107023,1
830,1,1,0.822,0.178,Ormond Westerling,Ser,0.0,,,,,,,House Westerling,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,1.0,,0.0,0,0.0,0.0,1
1437,1,1,0.687,0.313,Walder Vance,,1.0,,263.0,,,,,House Vance,,0.0,1.0,1.0,1.0,0.0,,,,,0.0,0.0,42.0,0.0,0,0.0,0.110367892976588,1
934,1,0,0.135,0.865,Beth Cassel,,0.0,Northmen,289.0,,,,,House Cassel,,1.0,1.0,1.0,1.0,1.0,,,,,0.0,0.0,16.0,0.0,0,0.0,0.0702341137123745,1
23,1,1,0.768,0.232,Willow Heddle,,0.0,,289.0,,,,,Brotherhood Without Banners,,0.0,0.0,0.0,1.0,0.0,,,,,0.0,0.0,16.0,0.0,0,0.0,0.0334448160535117,1
1644,1,1,0.658,0.342,Azor Ahai,,0.0,Asshai,,,,,,,Nissa Nissa,0.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,0.0,,0.0,0,0.0,0.11705685618729,1
522,1,1,0.724,0.276,Galyeon of Cuy,,1.0,,,,,,,,,0.0,0.0,1.0,0.0,0.0,,,,,0.0,0.0,,0.0,0,0.0,0.0066889632107023,1
1790,0,0,0.069,0.931,Varamyr,,1.0,Free Folk,,300.0,,,,,,0.0,0.0,1.0,0.0,1.0,,,,,0.0,0.0,,0.0,0,0.0,0.227424749163879,0
1018,1,1,0.971,0.029,Elron,,0.0,,,,,,,Night's Watch,,0.0,1.0,1.0,1.0,1.0,,,,,0.0,0.0,,0.0,0,0.0,0.0133779264214046,1
968,0,0,0.212,0.788,Cregan Stark,Winterfell,1.0,Northmen,,157.0,,,,House Stark,Arra Norrey,1.0,1.0,0.0,0.0,0.0,,,,1.0,1.0,1.0,,0.0,0,1.0,0.484949832775919,0
364,1,1,0.985,0.015,Bethany (Blushing Bethany),,0.0,Braavosi,,,,,,,,0.0,0.0,0.0,1.0,0.0,,,,,0.0,0.0,,0.0,0,0.0,0.0167224080267558,1
1452,1,1,0.97,0.03,Wynton Stout,Ser,1.0,Northmen,219.0,,,,,House Stout,,0.0,0.0,1.0,1.0,0.0,,,,,0.0,1.0,86.0,0.0,0,0.0,0.0334448160535117,1
1882,0,0,0.493,0.507,Ryman Frey,Ser,1.0,,246.0,300.0,,,,House Frey,,0.0,1.0,1.0,1.0,1.0,,,,,0.0,1.0,54.0,0.0,0,0.0,0.217391304347826,0
1884,1,0,0.296,0.704,Rolly Duckfield,Ser,1.0,,,,,,,House Targaryen,,0.0,0.0,0.0,0.0,1.0,,,,,0.0,1.0,,0.0,0,0.0,0.0869565217391304,1
362,1,1,0.693,0.307,Bessa (Winterfell),,0.0,Northmen,,,,,,,,1.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,0.0,0,0.0,0.0033444816053511,1
900,1,1,0.688,0.312,Alys Frey,,0.0,,,,,,,House Frey,Jared Frey,0.0,1.0,1.0,1.0,0.0,,,,0.0,1.0,0.0,,0.0,0,0.0,0.0668896321070234,1
1603,0,1,0.676,0.324,Qhorin Halfhand,,1.0,,,299.0,,,,Night's Watch,,1.0,1.0,1.0,1.0,1.0,,,,,0.0,0.0,,0.0,0,0.0,0.210702341137123,0
1254,1,1,0.724,0.276,Myles Manwoody,Ser,1.0,,,,,,,House Manwoody,,0.0,0.0,1.0,1.0,0.0,,,,,0.0,1.0,,0.0,0,0.0,0.0267558528428093,1
804,1,1,0.757,0.243,Narbert,BrotherProctor,0.0,,,,,,,,,0.0,0.0,0.0,1.0,0.0,,,,,0.0,1.0,,0.0,0,0.0,0.0267558528428093,1
1389,1,1,0.928,0.072,Theodore Tyrell,Ser,1.0,,,,,,,House Tyrell,Lia Serry,0.0,0.0,1.0,1.0,0.0,,,,1.0,1.0,1.0,,0.0,0,0.0,0.137123745819397,1
709,1,1,0.982,0.018,Lorcas,,1.0,,241.0,,,,,,,0.0,0.0,0.0,1.0,0.0,,,,,0.0,0.0,64.0,0.0,0,0.0,0.0100334448160535,1
1266,1,1,0.893,0.107,Olymer Tyrell,Ser,1.0,,,,,,,House Tyrell,Lysa Meadows,0.0,0.0,1.0,1.0,0.0,,,,1.0,1.0,1.0,,0.0,0,0.0,0.130434782608695,1
1032,1,1,0.98,0.02,Eustace Brune,Dyre Den,1.0,,,,,,,House Brune of the Dyre Den,,0.0,0.0,0.0,1.0,0.0,,,,,0.0,1.0,,0.0,0,0.0,0.0167224080267558,1
664,1,1,0.989,0.011,Jurne,Maester,0.0,,,,,,,,,0.0,1.0,1.0,1.0,0.0,,,,,0.0,1.0,,0.0,0,0.0,0.0133779264214046,1
342,1,1,0.73,0.27,Beck,Goodman,1.0,,299.0,,,,,,,0.0,0.0,1.0,0.0,0.0,,,,,0.0,1.0,6.0,0.0,0,0.0,0.0,1
996,1,1,0.725,0.275,Dickon Frey,,1.0,,294.0,,,,,House Frey,,0.0,1.0,1.0,1.0,0.0,,,,,0.0,0.0,11.0,0.0,0,0.0,0.0869565217391304,1
288,0,0,0.003,0.997,Aegon Targaryen (son of Rhaegar),,1.0,Valyrian,281.0,283.0,,,,House Targaryen,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,2.0,0.0,0,0.0,0.0,0
1418,1,1,0.759,0.241,Ulrick Dayne,Ser,1.0,Dornish,,,,,,House Dayne,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,1.0,,0.0,0,0.0,0.0066889632107023,1
1648,1,1,0.939,0.061,Ballabar,Maester,1.0,,,,,,,House Redwyne,,0.0,1.0,1.0,1.0,1.0,,,,,0.0,1.0,,0.0,0,0.0,0.0301003344481605,1
1307,1,1,0.952,0.048,Regenard Estren,Wyndhall,0.0,,,,,,,House Estren,,1.0,0.0,1.0,1.0,1.0,,,,,0.0,1.0,,0.0,0,0.0,0.020066889632107,1
74,1,1,0.991,0.009,Rawney,Brother,1.0,,,,,,,,,0.0,0.0,0.0,1.0,0.0,,,,,0.0,1.0,,0.0,0,0.0,0.0100334448160535,1
832,1,0,0.497,0.503,Ormund Wylde,Ser,1.0,,,,,,,House Wylde,,0.0,0.0,0.0,0.0,1.0,,,,,0.0,1.0,,0.0,0,0.0,0.0133779264214046,1
471,1,1,0.783,0.217,Dudley,Ser,1.0,,,,,,,,,0.0,0.0,1.0,0.0,0.0,,,,,0.0,1.0,,0.0,0,0.0,0.0,1
1211,1,1,0.905,0.095,Maron Martell,Prince of Dorne,1.0,Dornish,,,,,,House Martell,Daenerys Targaryen,0.0,0.0,0.0,1.0,1.0,,,,1.0,1.0,1.0,,0.3333333333333333,1,0.0,0.0367892976588628,1
453,1,1,0.997,0.003,Denys Drumm,,1.0,Ironborn,,,,,,House Drumm,,0.0,0.0,0.0,1.0,0.0,,,,,0.0,0.0,,0.0,0,0.0,0.0167224080267558,1
576,0,1,0.982,0.018,Harghaz,,1.0,Ghiscari,,300.0,,,,,,0.0,0.0,0.0,0.0,1.0,,,,,0.0,0.0,,0.0,0,0.0,0.0234113712374581,0
1279,0,0,0.212,0.788,Ottyn Wythers,Ser,0.0,,230.0,299.0,,,,House Wythers,,0.0,1.0,1.0,0.0,0.0,,,,,0.0,1.0,69.0,0.0,0,0.0,0.0434782608695652,0
1184,0,0,0.033,0.967,Lyman Darry,Lord of Darry,0.0,,290.0,299.0,,,,House Darry,,1.0,1.0,0.0,0.0,0.0,,,,,0.0,1.0,9.0,0.0,0,0.0,0.0568561872909698,0
60,0,0,0.09,0.91,Quentyn Blackwood,Lord,0.0,,,206.0,,,,House Blackwood,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,1.0,,0.0,0,0.0,0.020066889632107,0
19,1,1,0.998,0.002,Willifer,Archmaester,0.0,,,,,,,,,0.0,0.0,0.0,1.0,0.0,,,,,0.0,1.0,,0.0,0,0.0,0.0066889632107023,1
1463,1,1,0.751,0.249,Amerei Frey,Lady of Darry,0.0,,282.0,,,,,House Frey,Pate of the Blue Fork,0.0,1.0,1.0,1.0,0.0,,,,0.0,1.0,1.0,23.0,0.0,0,0.0,0.237458193979933,1
249,1,1,0.683,0.317,Walder Frey (son of Emmon),,0.0,,285.0,,,,,House Frey of Riverrun,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,20.0,0.0,0,0.0,0.0,1
1612,0,1,0.727,0.273,Small Paul,,1.0,,,299.0,,,,Night's Watch,,0.0,0.0,1.0,1.0,1.0,,,,,0.0,0.0,,0.0,0,0.0,0.0267558528428093,0
34,1,1,0.835,0.165,Wynafryd Manderly,,0.0,,280.0,,,,,House Manderly,,0.0,0.0,0.0,1.0,1.0,,,,,0.0,0.0,25.0,0.0,0,0.0,0.0568561872909698,1
1762,1,1,0.69,0.31,Maege Mormont,Lady of Bear Island,0.0,Northmen,239.0,,,,,House Mormont,,1.0,1.0,1.0,1.0,1.0,,,,,0.0,1.0,66.0,0.06666666666666667,1,0.0,0.137123745819397,1
355,1,1,0.981,0.019,Bennet,Septon,0.0,,,,,,,,,0.0,0.0,0.0,1.0,0.0,,,,,0.0,0.0,,0.0,0,0.0,0.0066889632107023,1
449,0,1,0.933,0.067,Del,,0.0,Free Folk,283.0,299.0,,,,,,0.0,0.0,1.0,1.0,0.0,,,,,0.0,0.0,16.0,0.0,0,0.0,0.0133779264214046,0
